person_id,party,topic,n_alltime,n_term_hor,chars_term_hor,searchword_segs,n_term_other_house
3190,自由民主党,NuclearPower,195,0,0,0,0
3190,自由民主党,FamilySeparate,0,0,0,0,0
3190,自由民主党,LGBT,0,0,0,0,0
3192,日本維新の会,Defence,45,34,21353,80,0
3192,日本維新の会,NuclearPower,3,2,657,2,0
3192,日本維新の会,FamilySeparate,0,0,0,0,0
3192,日本維新の会,LGBT,9,9,4633,22,0
3198,自由民主党,Defence,42,33,16845,84,6
3198,自由民主党,NuclearPower,0,0,0,0,0
3198,自由民主党,FamilySeparate,0,0,0,0,0
3198,自由民主党,LGBT,0,0,0,0,0
3205,立憲民主党,Defence,165,22,14886,51,0
3205,立憲民主党,NuclearPower,4,0,0,0,0
3205,立憲民主党,FamilySeparate,1,0,0,0,0
3205,立憲民主党,LGBT,0,0,0,0,0
3212,自由民主党,Defence,20,3,1994,6,0
3212,自由民主党,NuclearPower,13,0,0,0,0
3212,自由民主党,FamilySeparate,0,0,0,0,0
3212,自由民主党,LGBT,0,0,0,0,0
3214,立憲民主党,Defence,4,1,809,1,0
3214,立憲民主党,NuclearPower,1,1,905,1,0
3214,立憲民主党,FamilySeparate,0,0,0,0,0
3214,立憲民主党,LGBT,0,0,0,0,0
3216,立憲民主党,Defence,15,1,589,1,0
3216,立憲民主党,NuclearPower,1,0,0,0,0
3216,立憲民主党,FamilySeparate,0,0,0,0,0
3216,立憲民主党,LGBT,0,0,0,0,0
3245,日本維新の会,Defence,12,12,4456,17,0
3245,日本維新の会,NuclearPower,21,21,6116,35,0
3245,日本維新の会,FamilySeparate,0,0,0,0,0
3245,日本維新の会,LGBT,0,0,0,0,0
3246,自由民主党,Defence,15,4,8394,4,5
3246,自由民主党,NuclearPower,21,7,9844,15,13
3246,自由民主党,FamilySeparate,0,0,0,0,0
3246,自由民主党,LGBT,0,0,0,0,0
3248,自由民主党,Defence,1,1,741,1,0
3248,自由民主党,NuclearPower,0,0,0,0,0
3248,自由民主党,FamilySeparate,0,0,0,0,0
3248,自由民主党,LGBT,0,0,0,0,0
3254,自由民主党,Defence,3,2,1095,3,0
3254,自由民主党,NuclearPower,48,6,4976,9,0
3254,自由民主党,FamilySeparate,0,0,0,0,0
3254,自由民主党,LGBT,0,0,0,0,0
3272,自由民主党,Defence,344,0,0,0,0
3272,自由民主党,NuclearPower,32,0,0,0,0
3272,自由民主党,FamilySeparate,0,0,0,0,0
3272,自由民主党,LGBT,0,0,0,0,0
3273,自由民主党,Defence,16,12,4801,16,1
3273,自由民主党,NuclearPower,2,1,396,1,0
3273,自由民主党,FamilySeparate,0,0,0,0,0
3273,自由民主党,LGBT,0,0,0,0,0
3282,自由民主党,Defence,762,0,0,0,0
3282,自由民主党,NuclearPower,83,0,0,0,0
3282,自由民主党,FamilySeparate,2,0,0,0,0
3282,自由民主党,LGBT,3,0,0,0,0
3295,自由民主党,Defence,39,8,4090,14,0
3295,自由民主党,NuclearPower,25,0,0,0,0
3295,自由民主党,FamilySeparate,0,0,0,0,0
3295,自由民主党,LGBT,0,0,0,0,0
3307,自由民主党,Defence,73,0,0,0,0
3307,自由民主党,NuclearPower,16,0,0,0,0
3307,自由民主党,FamilySeparate,1,0,0,0,0
3307,自由民主党,LGBT,1,0,0,0,0
3321,自由民主党,Defence,136,2,3711,4,0
3321,自由民主党,NuclearPower,122,0,0,0,0
3321,自由民主党,FamilySeparate,10,0,0,0,0
3321,自由民主党,LGBT,0,0,0,0,0
3330,立憲民主党,Defence,24,17,13526,24,0
3330,立憲民主党,NuclearPower,3,0,0,0,0
3330,立憲民主党,FamilySeparate,4,1,4496,1,0
3330,立憲民主党,LGBT,1,1,4496,1,0
5212,自由民主党,Defence,8,4,2150,5,4
5212,自由民主党,NuclearPower,0,0,0,0,0
5212,自由民主党,FamilySeparate,0,0,0,0,0
5212,自由民主党,LGBT,0,0,0,0,0
5218,立憲民主党,Defence,148,110,82164,273,0
5218,立憲民主党,NuclearPower,14,8,5625,13,0
5218,立憲民主党,FamilySeparate,1,1,4954,6,0
5218,立憲民主党,LGBT,3,3,5974,7,0
5219,自由民主党,Defence,98,38,37405,57,24
5219,自由民主党,NuclearPower,116,29,16483,56,39
5219,自由民主党,FamilySeparate,6,2,764,2,4
5219,自由民主党,LGBT,19,3,884,7,16
5392,自由民主党,Defence,135,39,10343,52,0
5392,自由民主党,NuclearPower,58,2,1448,3,0
5392,自由民主党,FamilySeparate,0,0,0,0,0
5392,自由民主党,LGBT,0,0,0,0,0
5426,立憲民主党,Defence,231,14,14544,34,0
5426,立憲民主党,NuclearPower,490,17,14096,32,0
5426,立憲民主党,FamilySeparate,2,0,0,0,0
5426,立憲民主党,LGBT,0,0,0,0,0
5445,自由民主党,Defence,250,23,11449,41,0
5445,自由民主党,NuclearPower,16,0,0,0,0
5445,自由民主党,FamilySeparate,0,0,0,0,0
5445,自由民主党,LGBT,0,0,0,0,0
5495,立憲民主党,Defence,55,41,19294,75,0
5495,立憲民主党,NuclearPower,2,0,0,0,0
5495,立憲民主党,FamilySeparate,0,0,0,0,0
5495,立憲民主党,LGBT,2,2,1664,2,0
5498,立憲民主党,Defence,40,10,5082,12,0
5498,立憲民主党,NuclearPower,11,1,857,1,0
5498,立憲民主党,FamilySeparate,0,0,0,0,0
5498,立憲民主党,LGBT,0,0,0,0,0
5501,れいわ新選組,Defence,244,0,0,0,48
5501,れいわ新選組,NuclearPower,342,4,2067,19,75
5501,れいわ新選組,FamilySeparate,0,0,0,0,0
5501,れいわ新選組,LGBT,0,0,0,0,0
5505,自由民主党,Defence,974,408,210984,705,288
5505,自由民主党,NuclearPower,63,7,3153,12,11
5505,自由民主党,FamilySeparate,0,0,0,0,0
5505,自由民主党,LGBT,8,1,258,1,2
5510,れいわ新選組,Defence,10,2,2046,4,0
5510,れいわ新選組,NuclearPower,4,4,3186,5,0
5510,れいわ新選組,FamilySeparate,0,0,0,0,0
5510,れいわ新選組,LGBT,0,0,0,0,0
5515,自由民主党,Defence,164,1,2058,7,0
5515,自由民主党,NuclearPower,63,0,0,0,0
5515,自由民主党,FamilySeparate,0,0,0,0,0
5515,自由民主党,LGBT,0,0,0,0,0
5538,立憲民主党,Defence,163,2,863,2,0
5538,立憲民主党,NuclearPower,1,0,0,0,0
5538,立憲民主党,FamilySeparate,0,0,0,0,0
5538,立憲民主党,LGBT,0,0,0,0,0
5704,自由民主党,Defence,31,1,1349,1,0
5704,自由民主党,NuclearPower,7,0,0,0,0
5704,自由民主党,FamilySeparate,0,0,0,0,0
5704,自由民主党,LGBT,0,0,0,0,0
5707,公明党,Defence,5,3,3826,8,0
5707,公明党,NuclearPower,3,2,1922,5,0
5707,公明党,FamilySeparate,0,0,0,0,0
5707,公明党,LGBT,1,1,2360,1,0
5708,公明党,Defence,16,1,1730,1,0
5708,公明党,NuclearPower,15,1,350,1,0
5708,公明党,FamilySeparate,0,0,0,0,0
5708,公明党,LGBT,0,0,0,0,0
5711,日本維新の会,Defence,12,12,5344,15,0
5711,日本維新の会,NuclearPower,2,2,861,2,0
5711,日本維新の会,FamilySeparate,1,1,232,1,0
5711,日本維新の会,LGBT,0,0,0,0,0
5713,自由民主党,Defence,12,1,284,2,0
5713,自由民主党,NuclearPower,10,0,0,0,0
5713,自由民主党,FamilySeparate,2,0,0,0,0
5713,自由民主党,LGBT,0,0,0,0,0
5714,自由民主党,Defence,15,8,3291,13,0
5714,自由民主党,NuclearPower,39,1,614,1,0
5714,自由民主党,FamilySeparate,0,0,0,0,0
5714,自由民主党,LGBT,0,0,0,0,0
5715,日本共産党,Defence,131,58,36123,141,0
5715,日本共産党,NuclearPower,80,0,0,0,0
5715,日本共産党,FamilySeparate,0,0,0,0,0
5715,日本共産党,LGBT,10,10,4950,13,0
5716,自由民主党,Defence,17,0,0,0,0
5716,自由民主党,NuclearPower,15,0,0,0,0
5716,自由民主党,FamilySeparate,2,0,0,0,0
5716,自由民主党,LGBT,0,0,0,0,0
5717,日本共産党,Defence,1371,65,32107,104,0
5717,日本共産党,NuclearPower,830,269,122505,546,0
5717,日本共産党,FamilySeparate,0,0,0,0,0
5717,日本共産党,LGBT,0,0,0,0,0
5718,立憲民主党,Defence,213,98,46051,160,0
5718,立憲民主党,NuclearPower,9,5,5908,15,0
5718,立憲民主党,FamilySeparate,0,0,0,0,0
5718,立憲民主党,LGBT,0,0,0,0,0
5721,自由民主党,Defence,256,0,0,0,0
5721,自由民主党,NuclearPower,0,0,0,0,0
5721,自由民主党,FamilySeparate,0,0,0,0,0
5721,自由民主党,LGBT,0,0,0,0,0
5722,自由民主党,Defence,13,2,3134,3,0
5722,自由民主党,NuclearPower,20,1,356,1,0
5722,自由民主党,FamilySeparate,0,0,0,0,0
5722,自由民主党,LGBT,0,0,0,0,0
5723,日本維新の会,Defence,67,1,1794,4,0
5723,日本維新の会,NuclearPower,31,25,12506,72,0
5723,日本維新の会,FamilySeparate,16,0,0,0,0
5723,日本維新の会,LGBT,0,0,0,0,0
